"Nro documento","Fecha","Estado movto.","ZONAS","CLASE DE CLIENTE","Cant. pedida","","Cant. pendiente","Desc. sucursal factura","Referencia","Desc. detalle ext. 1","Fecha factura desde pedido","Desc. ciudad","Cliente factura","Precio unit.","",""
"PVT-00097148","09/05/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","4","SUPERMOTOS DE BOGOTA S.A.S.","4","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 160F DLX                                       ","NARANJA N","","BOGOTA D.C.","860062808","$5","789","916"
"PVT-00097148","09/05/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 160F DLX                                       ","ROJO SPOR","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00097148","09/05/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 160F DLX                                       ","NEGRO PER","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00097148","09/05/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 190 REPSOL                                     ","NARANJA B","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00097148","09/05/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","5","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 190R                                           ","NEGRO ONI","","BOGOTA D.C.","860062808","$7","730","252"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 160F DLX                                       ","NEGRO PER","","BOGOTA D.C.","860062808","$7","554","622"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 160F DLX                                       ","BLANCO PE","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","DIO  110                                          ","AZUL     ","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","DIO  110                                          ","BLANCO NE","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","DIO  110                                          ","ROJO     ","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","4","SUPERMOTOS DE BOGOTA S.A.S.","4","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 190 REPSOL                                     ","NARANJA B","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","DREAM  NEO                                        ","ROJO ALFA","","BOGOTA D.C.","860062808","$7","730","252"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 110 DLX                                        ","NEGRO    ","","BOGOTA D.C.","860062808","$3","67","227"
"PVT-00096886","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","DREAM  NEO                                        ","NEGRO ROJ","","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00096949","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 190R                                           ","NEGRO ONI","","BOGOTA D.C.","860062808","$3","67","227"
"PVT-00096949","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","*XR 150L                                          ","NEGRO    ","09/04/2017","BOGOTA D.C.","860062808","$7","554","622"
"PVT-00096949","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","*CB-110                                           ","NEGRO    ","09/04/2017","BOGOTA D.C.","860062808","$5","789","916"
"PVT-00096949","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","*CB-110                                           ","AZUL FIJI","09/04/2017","BOGOTA D.C.","860062808","$3","360","504"
"PVT-00096949","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.SCARACAS CON 32","CB 110 DLX                                        ","ROJO     ","09/04/2017","BOGOTA D.C.","860062808","$3","360","504"
"PVT-00097090","09/04/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 190 REPSOL                                     ","NARANJA B","09/04/2017","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00097090","09/04/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 190R                                           ","NEGRO ONI","09/05/2017","BOGOTA D.C.","860062808","$7","730","252"
"PVT-00097090","09/04/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","*XR 150L                                          ","NEGRO ROJ","09/05/2017","BOGOTA D.C.","860062808","$7","554","622"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","4","SUPERMOTOS DE BOGOTA S.A.S.","4","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 160F DLX                                       ","NARANJA N","09/05/2017","BOGOTA D.C.","860062808","$5","789","916"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 160F DLX                                       ","ROJO SPOR","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","5","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 160F DLX                                       ","NEGRO PER","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 160F DLX                                       ","BLANCO PE","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","DIO  110                                          ","AZUL     ","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","DIO  110                                          ","BLANCO NE","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","DIO  110                                          ","ROJO     ","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","5","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 190 REPSOL                                     ","NARANJA B","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 110 DLX                                        ","GRIS     ","","BOGOTA D.C.","860062808","$7","730","252"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 110 DLX                                        ","ROJO     ","","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 110 DLX                                        ","NEGRO    ","","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","7","SUPERMOTOS DE BOGOTA S.A.S.","7","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","CB 190R                                           ","NEGRO ONI","","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","2","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","*XR 150L                                          ","NEGRO ROJ","","BOGOTA D.C.","860062808","$7","554","622"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","*XR 150L                                          ","NEGRO    ","","BOGOTA D.C.","860062808","$5","789","916"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","DREAM  NEO                                        ","NEGRO AZU","","BOGOTA D.C.","860062808","$5","789","916"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","*CB-110                                           ","ROJO SPOR","","BOGOTA D.C.","860062808","$3","67","227"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","*CB-110                                           ","NEGRO    ","","BOGOTA D.C.","860062808","$3","360","504"
"PVT-00096885","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CALLE 80","*CB-110                                           ","AZUL FIJI","","BOGOTA D.C.","860062808","$3","360","504"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 160F DLX                                       ","NARANJA N","","BOGOTA D.C.","860062808","$3","360","504"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 160F DLX                                       ","ROJO SPOR","","FACATATIVA","860062808","$6","133","613"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 160F DLX                                       ","NEGRO PER","","FACATATIVA","860062808","$6","133","613"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 160F DLX                                       ","BLANCO PE","","FACATATIVA","860062808","$6","133","613"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","DIO  110                                          ","BLANCO NE","","FACATATIVA","860062808","$6","133","613"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","DIO  110                                          ","AZUL     ","","FACATATIVA","860062808","$3","521","8"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","DREAM  NEO                                        ","ROJO ALFA","","FACATATIVA","860062808","$3","521","8"
"PVT-00096890","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","DREAM  NEO                                        ","NEGRO ROJ","","FACATATIVA","860062808","$3","67","227"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 190R                                           ","NEGRO ONI","","FACATATIVA","860062808","$3","67","227"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","DIO  110                                          ","ROJO     ","09/04/2017","FACATATIVA","860062808","$7","554","622"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 190 REPSOL                                     ","NARANJA B","09/04/2017","FACATATIVA","860062808","$3","521","8"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","*XR 150L                                          ","NEGRO ROJ","09/04/2017","FACATATIVA","860062808","$7","730","252"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","*XR 150L                                          ","NEGRO    ","09/04/2017","FACATATIVA","860062808","$5","789","916"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 110 DLX                                        ","GRIS     ","09/04/2017","FACATATIVA","860062808","$5","789","916"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 110 DLX                                        ","ROJO     ","09/04/2017","FACATATIVA","860062808","$3","696","639"
"PVT-00096951","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","0","SUPERMOTOS DE BOGOTA S.A.S FACATATIVA","CB 110 DLX                                        ","NEGRO    ","09/04/2017","FACATATIVA","860062808","$3","696","639"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 160F DLX                                       ","NARANJA N","09/04/2017","FACATATIVA","860062808","$3","696","639"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","5","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 160F DLX                                       ","NEGRO PER","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 160F DLX                                       ","BLANCO PE","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 160F DLX                                       ","ROJO SPOR","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","DIO  110                                          ","ROJO     ","","BOGOTA D.C.","860062808","$6","133","613"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","DIO  110                                          ","BLANCO NE","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","DIO  110                                          ","AZUL     ","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","3","SUPERMOTOS DE BOGOTA S.A.S.","3","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 190 REPSOL                                     ","NARANJA B","","BOGOTA D.C.","860062808","$3","521","8"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE BOGOTA S.A.S.","5","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 190R                                           ","NEGRO ONI","","BOGOTA D.C.","860062808","$7","730","252"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","DREAM  NEO                                        ","NEGRO AZU","","BOGOTA D.C.","860062808","$7","554","622"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 110 DLX                                        ","ROJO     ","","BOGOTA D.C.","860062808","$3","67","227"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","CB 110 DLX                                        ","NEGRO    ","","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00096889","09/01/2017","Aprobado","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE BOGOTA S.A.S.","1","SUPERMOTOS DE BOGOTA S.A.S CEDRITOS","*XR 150L                                          ","NEGRO ROJ","","BOGOTA D.C.","860062808","$3","696","639"
"PVT-00097169","09/05/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","2","CABRERA  EVERT","2","CABRERA EVERT","*CB1 PRO                                          ","PEARL PRO","","BOGOTA D.C.","860062808","$5","789","916"
"PVT-00097169","09/05/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","20","CABRERA  EVERT","20","CABRERA EVERT","*XR 150L                                          ","NEGRO ROJ","","PUERTO ASIS","16614938","$3","588","235"
"PVT-00097169","09/05/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","10","CABRERA  EVERT","10","CABRERA EVERT","*CB-110                                           ","ROJO SPOR","","PUERTO ASIS","16614938","$5","789","916"
"PVT-00097169","09/05/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","8","CABRERA  EVERT","8","CABRERA EVERT","*CB-110                                           ","NEGRO    ","","PUERTO ASIS","16614938","$3","360","504"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","10","CABRERA  EVERT","10","CABRERA EVERT","*XR 150L                                          ","NEGRO ROJ","","PUERTO ASIS","16614938","$3","360","504"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","5","CABRERA  EVERT","5","CABRERA EVERT","*XR 150L                                          ","NEGRO BLA","","PUERTO ASIS","16614938","$5","789","916"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","5","CABRERA  EVERT","5","CABRERA EVERT","*XR 150L                                          ","NEGRO    ","","PUERTO ASIS","16614938","$5","789","916"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","5","CABRERA  EVERT","5","CABRERA EVERT","WAVE 110S                                         ","ROJO     ","","PUERTO ASIS","16614938","$5","789","916"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","5","CABRERA  EVERT","5","CABRERA EVERT","DIO  110                                          ","ROJO     ","","PUERTO ASIS","16614938","$3","941","176"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","5","CABRERA  EVERT","5","CABRERA EVERT","DIO  110                                          ","AZUL     ","","PUERTO ASIS","16614938","$3","521","8"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","5","CABRERA  EVERT","5","CABRERA EVERT","DREAM  NEO                                        ","ROJO ALFA","","PUERTO ASIS","16614938","$3","521","8"
"PVT-00096998","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","40","CABRERA  EVERT","40","CABRERA EVERT","DREAM  NEO                                        ","NEGRO AZU","","PUERTO ASIS","16614938","$3","67","227"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","2","HONDA MOTOBOY S.A.S.","2","HONDA MOTOBOY S.A.S.  BOYACA","*XR 150L                                          ","NEGRO ROJ","","PUERTO ASIS","16614938","$3","67","227"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","2","HONDA MOTOBOY S.A.S.","2","HONDA MOTOBOY S.A.S.  BOYACA","*XR 150L                                          ","NEGRO BLA","","PUERTO BOYACA","811044897","$5","789","916"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","2","HONDA MOTOBOY S.A.S.","2","HONDA MOTOBOY S.A.S.  BOYACA","*XR 150L                                          ","NEGRO    ","","PUERTO BOYACA","811044897","$5","789","916"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","1","HONDA MOTOBOY S.A.S.","1","HONDA MOTOBOY S.A.S.  BOYACA","CB 110 DLX                                        ","ROJO     ","","PUERTO BOYACA","811044897","$5","789","916"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","1","HONDA MOTOBOY S.A.S.","1","HONDA MOTOBOY S.A.S.  BOYACA","CB 110 DLX                                        ","NEGRO    ","","PUERTO BOYACA","811044897","$3","696","639"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","1","HONDA MOTOBOY S.A.S.","1","HONDA MOTOBOY S.A.S.  BOYACA","CB 110 DLX                                        ","GRIS     ","","PUERTO BOYACA","811044897","$3","696","639"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","2","HONDA MOTOBOY S.A.S.","2","HONDA MOTOBOY S.A.S.  BOYACA","*CB-110                                           ","NEGRO    ","","PUERTO BOYACA","811044897","$3","696","639"
"PVT-00097009","09/01/2017","Aprobado","CTR - ZONA CENTRO","DIST - DISTRIBUIDORES","1","HONDA MOTOBOY S.A.S.","1","HONDA MOTOBOY S.A.S.  BOYACA","*CB-110                                           ","AZUL FIJI","","PUERTO BOYACA","811044897","$3","360","504"
"PVT-00096899","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE CUNDINAMARCA S.A.S","0","SUPERMOTOS DE CUNDINAMARCA S.A.S VENECIA","CB 160F STD                                       ","ROJO SPOR","","PUERTO BOYACA","811044897","$3","360","504"
"PVT-00096899","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","1","SUPERMOTOS DE CUNDINAMARCA S.A.S","0","SUPERMOTOS DE CUNDINAMARCA S.A.S VENECIA","CB 160F STD                                       ","BLANCO PE","09/01/2017","BOGOTA D.C.","900056664","$5","453","782"
"PVT-00096899","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","5","SUPERMOTOS DE CUNDINAMARCA S.A.S","0","SUPERMOTOS DE CUNDINAMARCA S.A.S VENECIA","DIO  110                                          ","AZUL     ","09/01/2017","BOGOTA D.C.","900056664","$5","453","782"
"PVT-00096899","09/01/2017","Cumplido","CTR - ZONA CENTRO","CONC - CONCESIONARIOS","2","SUPERMOTOS DE CUNDINAMARCA S.A.S","0","SUPERMOTOS DE CUNDINAMARCA S.A.S VENECIA","CB 160F STD                                       ","NEGRO PER","09/01/2017","BOGOTA D.C.","900056664","$3","521","8"
